,commentText,commentClassification
3857,"Correct indentation.  
single tabs.",add REFACTORING_SUGGESTION end
3858,Use spaces for indentation,add REFACTORING_SUGGESTION end
3859,"Correct indentation.  
Use single tab. double tabs used.",add REFACTORING_SUGGESTION end
3860,"Correct indentation.  
use single tabs",add REFACTORING_SUGGESTION end
3861,Correct indentation.,add REFACTORING_SUGGESTION end
3862,"Correct indentation.  
use single tabs.",add REFACTORING_SUGGESTION end
3863,"Correct indentation.  
us tabs for indentation.",add REFACTORING_SUGGESTION end
3864,Correct indentation whole block of <?php ?> should be 1 tab lesser.,add REFACTORING_SUGGESTION end
3865,Correct indentation.,add REFACTORING_SUGGESTION end
3866,Please drop the unique condition and then recreate the same.,add CODE_SUGGESTION end
3867,"Why are we adding this?

We can update active/inactive of the same combination of data.",add BUGGYCODE_SUGGESTION end
3868,Conflict is there,add LOGISTICS_SUGGESTION end
3869,"I think fromoutlet'_id/outlet'_id combination should be added as unique key.  
This has to be handled in mdm also.",add LOGICAL_SUGGESTION end
3870,Please get it verified and update the pr once verified.,add COMPLETENESS_SUGGESTION end
3871,"Company updates are planned such that this code can go live, so add this in branch and get it verified..",add LOGISTICS_SUGGESTION end
3872,[,add LOGISTICS_SUGGESTION end
3873,"Where are we storing the data here, we are displaying the error but as per description data has been stored.

‌",add QUESTIONING end
3874,make it rerunnnable by setting default value,add BUGGYCODE_SUGGESTION end
3875,why this is removed.,add QUESTIONING end
3876,"We have to allow edit on sale and nonsaleable inventory type for changing alias, and next inventory type, edit has been blocked for other elements for id 1 and id 2

Suraj please block at server level as well. For id 1 and id 2",add LOGICAL_SUGGESTION end
3877,remove invalid tab in last.,add REFACTORING_SUGGESTION end
3878,"please change the variable name.  
'$warehouseOutletData  
because same variable shouldn't have different types of data.",add SPELLING_SUGGESTION end
3879,Please get it verified and update the pr once verified.,add COMPLETENESS_SUGGESTION end
3880,Resolve Conflict,add LOGISTICS_SUGGESTION end
3881,Please use ORM functions like save and find.,add CODE_SUGGESTION end
3882,"Space after ,",add REFACTORING_SUGGESTION end
3883,"Space after ,",add REFACTORING_SUGGESTION end
3884,Remove unnecessary lines,add REFACTORING_SUGGESTION end
3885,Remove unnecessary lines,add REFACTORING_SUGGESTION end
3886,Remove unnecessary lines,add REFACTORING_SUGGESTION end
3887,Remove unnecessary lines,add REFACTORING_SUGGESTION end
3888,Remove unnecessary lines,add REFACTORING_SUGGESTION end
3889,"remove commented code,  
Remove unnecessary lines",add REFACTORING_SUGGESTION end
3890,Remove unnecessary lines,add REFACTORING_SUGGESTION end
3891,remove commented code.,add REFACTORING_SUGGESTION end
3892,remove commented codes,add REFACTORING_SUGGESTION end
3893,Correct indentations. for all lines below.,add REFACTORING_SUGGESTION end
3894,Remove unnecessary lines,add REFACTORING_SUGGESTION end
3895,remove invalid spaces.,add REFACTORING_SUGGESTION end
3896,remove invalid spaces.,add REFACTORING_SUGGESTION end
3897,remove invalid spaces.,add REFACTORING_SUGGESTION end
3898,remove invalid spaces.,add REFACTORING_SUGGESTION end
3899,remove invalid spaces.,add REFACTORING_SUGGESTION end
3900,remove invalid spaces.,add REFACTORING_SUGGESTION end
3901,remove invalid spaces.,add REFACTORING_SUGGESTION end
3902,remove invalid spaces.,add REFACTORING_SUGGESTION end
3903,Please resolve conflict.,add LOGISTICS_SUGGESTION end
3904,"Why are we loading this model,  
you can use $this->User->Payment->Outlet-> everywhere where ever necessary.",add BUGGYCODE_SUGGESTION end
3905,"Link this belongs to Outlets and in Outlets mark it as hasmany Findmynearestoutletphoneclick,  
  
you will not have to load models anywhere else.",add CODE_SUGGESTION end
3906,Will merge after verification. please update pr once verified.,add COMPLETENESS_SUGGESTION end
3907,Here might be a problem because if suppose in is'_active key in mdm someone set value blank then it will throw sql issue because the default value of is'_active value is 1.,add BUGGYCODE_SUGGESTION end
3908,Here u can use !empty and == 1 and based on that us can set the value.,add CODE_SUGGESTION end
3909,add unique index colun on erp'_id,add CODE_SUGGESTION end
3910,add unique index colun on erp'_id,add CODE_SUGGESTION end
3911,check can we we add `damageclaimstate_id` foreign key,add CODE_SUGGESTION end
3912,In this outlet type ids coming or name and if explode by comma have might issue if special character in name.,add BUGGYCODE_SUGGESTION end
3913,"Approving and merging as it’s a valid fix,  
the check of inventory is there for each sale which is very valid to have,  
without which the checkavailableinventory will fail.",add BUGGYCODE_SUGGESTION end
3914,why areas fetching. As per old it will fetch from assigned organisation to top not below one then. Why?,add BUGGYCODE_SUGGESTION end
3915,"@{5abb66ac0dcb662a46ac34f7} ,

Please review this. Why we are fetching Areas in top level.",add BUGGYCODE_SUGGESTION end
3916,"@{5abb6bafca78692a92e084c8} because in case of multiarea they want multiple area. In single area setting it’s not required because it’s auto selected warehouse  but in case of multiarea they need multiple warehouse so that they can intersact based on user and outlet area mapped.

‌",add LOGICAL_SUGGESTION end
3917,Indentation,add REFACTORING_SUGGESTION end
3918,Please add meaningful error because suppose any exeception come then user will not able get the message. and there is alternative you can send alert to mobisy support team or rnd team same like 5xx error so it will helpful.,add CODE_SUGGESTION end
3919,Use recursive -1 here..,add CODE_SUGGESTION end
3920,Always create a query and then set. ,add BUGGYCODE_SUGGESTION end
3921,"@{5abb66ac0dcb662a46ac34f7} We can use it,  
recursive -1 is being used in $options variable,  
there is no issue in assigning the variables in this manner  
",add LOGICAL_SUGGESTION end
3922,Please format query. and set default values if not null.,add REFACTORING_SUGGESTION end
3923,Please format query. and set default values if not null.,add REFACTORING_SUGGESTION end
3924,Remove commented code.,add REFACTORING_SUGGESTION end
3925,Remove log command.,add REFACTORING_SUGGESTION end
3926,Add a reason string if default is true.,add CODE_SUGGESTION end
3927,Remove log command.,add REFACTORING_SUGGESTION end
3928,"Here they might want to add support for qps scheme as well,  
i would like to know if we are copy pasting the data / calling sale function,  
if sale function is being called then no issues, we can remove the conditions,  
if copy paste is happening then it might be a issue.  
as checked editAutoSale can do this if edit and fulfill is there.",add LOGICAL_SUGGESTION end
3929,are the  all settings are companywise settings ?,add QUESTIONING end
3930,query please and check the performance as i see it will user primary key but please share the query.,add BUGGYCODE_SUGGESTION end
3931,Not sure but i think this should come first.,add BUGGYCODE_SUGGESTION end
3932,Default always null,add CODE_SUGGESTION end
3933,NULL default value.,add CODE_SUGGESTION end
3934,Add foreign key,add BUGGYCODE_SUGGESTION end
3935,Add foreign key here.,add BUGGYCODE_SUGGESTION end
3936,Please add space after =>.,add REFACTORING_SUGGESTION end
3937,Please convert to object response.,add CODE_SUGGESTION end
3938,"Please check with GCPL they run Staggered qps schemes for many skunits,  
if order has even 1 skunit of staggered qps then the order wont fulfill.",add COMPLETENESS_SUGGESTION end
3939,"move it to create table command,  
refer arswarehousedetails.sql",add CODE_SUGGESTION end
3940,"move it to create table command,  
refer arswarehousedetails.sql",add CODE_SUGGESTION end
3941,"it should be now'('), please remove the preceding and succeeding  single quote '",add REFACTORING_SUGGESTION end
3942,"spaced after comma,",add REFACTORING_SUGGESTION end
3943,correct alignment of closing brackets.,add REFACTORING_SUGGESTION end
3944,use tabs for indentation.,add REFACTORING_SUGGESTION end
3945,use tabs for indentation.,add REFACTORING_SUGGESTION end
3946,correct indentation.,add REFACTORING_SUGGESTION end
3947,@{5abb66ac0dcb662a46ac34f7} Please address comments and get it verified.,add COMPLETENESS_SUGGESTION end
3948,"Please add easily understandable commit message, since if such issues are reported in production in the future which does not have this commit, it can be marked as a duplicate by the developer as well without spending a lot of time on checking git logs.",add DOCUMENTATION_SUGGESTION end
3949,not getting why changing pjpstartdate if not calculationg noofDays it will have issue na.,add QUESTIONING end
3950,Please ask atul sir. He have dynamic width and hieght in percent can give.,add REUSE_SUGGESTION end
3951,"Once check this function getUserInfoWarehousewise for multiple users at once

‌",add COMPLETENESS_SUGGESTION end
3952,Please get it verified so that we can merge it.,add COMPLETENESS_SUGGESTION end
3953,"It is verified so merging it

[",add LOGISTICS_SUGGESTION end
3954,"Prorated also can be defined at multiple levels,  
buy 10 get 5 %  
buy 50 get 8 % discount,  
how is this being handled ?  
and they want the same in single scheme.",add LOGICAL_SUGGESTION end
3955,More joins will have issue in execution. Need to optimise this query.,add BUGGYCODE_SUGGESTION end
3956,"Please share query to check the use of index, else we will have to split the or condition.",add BUGGYCODE_SUGGESTION end
3957,"skucodeindex,PRIMARY indexes is being used.",add CODE_SUGGESTION end
3958,"PRIMARY,warehouse'_erpid'_index indexes is being used.",add CODE_SUGGESTION end
3959,"Please get it verified and update pr, we will merge once verified.",add COMPLETENESS_SUGGESTION end
3960,Please add warehouse'_id column as well in the mdmcolumns.,add CODE_SUGGESTION end
3961,remove unneccary new lines.,add REFACTORING_SUGGESTION end
3962,"Please get it verified and update pr, will merge once verified.",add COMPLETENESS_SUGGESTION end
3963,this is already sajal also added please check with her.,add REUSE_SUGGESTION end
3964,"If we fetch list of assigned warehouses then checking its good, here the loop it will execute same sql multiple times.",add LOGICAL_SUGGESTION end
3965,"Difference between keyup and change

They are almost the same thing. In jQuery or JavaScript, I would have to recommend the `change()` event. **The reason you should not use** `keyup()` is because if a user inputs a value using autofill, it will not fire the `keyup()` event. However, autofill **does** fire the `change()` event, and your verification script will run, and the input will be verified.",add LOGICAL_SUGGESTION end
3966,"Does this download work for all the data,  
as seen the page uses server side pagination.",add COMPLETENESS_SUGGESTION end
3967,use AND not OR it will solve not below if condition.,add BUGGYCODE_SUGGESTION end
3968,remove this new line.,add REFACTORING_SUGGESTION end
3969,"Please get it verified and update pr, will merge once verified.",add COMPLETENESS_SUGGESTION end
3970,"Please get it verified and update pr, we will merge once verified.",add COMPLETENESS_SUGGESTION end
3971,"Please get it verified and update pr, we will merge once verified.",add COMPLETENESS_SUGGESTION end
3972,Please correct the spelling.,add SPELLING_SUGGESTION end
3973,space after '( and before '),add REFACTORING_SUGGESTION end
3974,Correct indentations.,add REFACTORING_SUGGESTION end
3975,space after comma,add REFACTORING_SUGGESTION end
3976,space after '( and before '),add REFACTORING_SUGGESTION end
3977,space after '( and before '),add REFACTORING_SUGGESTION end
3978,"correct indentation, use single tabs.",add REFACTORING_SUGGESTION end
3979,"correct indentation, use single tabs.",add REFACTORING_SUGGESTION end
3980,use '{'} even for  single line if statements.,add REFACTORING_SUGGESTION end
3981,correct indentation.,add REFACTORING_SUGGESTION end
3982,correct indentation.,add REFACTORING_SUGGESTION end
3983,use sinlge tab,add REFACTORING_SUGGESTION end
3984,correct indentation.,add REFACTORING_SUGGESTION end
3985,check indentation the starting and ending level dont match.,add REFACTORING_SUGGESTION end
3986,correct indentation.,add REFACTORING_SUGGESTION end
3987,use  single tabs.,add REFACTORING_SUGGESTION end
3988,correct indentation.,add REFACTORING_SUGGESTION end
3989,correct indentation. for whole block of code.,add REFACTORING_SUGGESTION end
3990,correct indentation.,add REFACTORING_SUGGESTION end
